dataset,file,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,Rho_rel,L_star_mm,bbox_over_Lstar,SAV_x_cell_star,rel_surface_star,curv_mean_mean_xL_star,curv_mean_iqr_xL_star,curv_mean_p99_xL_star,curv_gauss_mean_xL2_star,curv_gauss_iqr_xL2_star,curv_gauss_p99_xL2_star,thickness_over_cell_star,family,topology,element_order,group_key
ADMS,ADMS_flow_i15p0_d26p89_t0p36_s2_m1p6.stl,15.0,26.89,0.36,2,1.6,15.016,5089816,1,1,-588,0.22554,16.9081,3.8134,0.902,-8.19632,11.85483,-0.51409,6.77028,205.3619,36.8008,0.361,0.008,4000,0.12034,1.003,0.36641,0.34147,0.29212,1.25434,0.0743,0.35053,0.34785,0.30161,0.02246,0.974,26.6,OK,ADMS_flow_i15p0_d26p89_t0p36_s2_m1p6,0.05175,0.05325,0.2633,0.0855,0.8027,0.066495,0.020560000000000002,0.01764,0.226561870837195,0.78669,19.0876,4.433803,0.999986,-0.13481,1.775367,9.650257,-0.563614,0.815189,14.121574,0.458911,ADMS,flow,quadratic,ADMS|flow|11
ADMS,ADMS_raw_i15p0_d42p0_t0p24_s2_m1p6.stl,15.0,42.0,0.24,2,1.6,15.015,7811172,1,1,-2214,0.22856,24.958,5.7044,0.902,-20.16005,32.18137,-0.82684,11.39966,294.0053,44.8884,0.2421,0.0029,4000,0.08069,1.009,0.3496,0.32776,0.32264,1.08354,0.02695,0.32779,0.33708,0.33513,0.004,0.984,37.5,OK,ADMS_raw_i15p0_d42p0_t0p24_s2_m1p6,0.06605,0.06787,0.2652,0.042,1.1213,0.081515,0.030965,0.027665000000000002,0.2298047523703052,0.52591,28.5505,4.375219,1.0,-0.144948,1.998398,7.869083,-0.619543,0.988973,9.035145,0.460288,ADMS,raw,quadratic,ADMS|raw|11
ADMS,ADMS_raw_i15p0_d30p93_t0p34_s2_m1p6.stl,15.0,30.93,0.34,2,1.6,15.015,5788352,1,1,-890,0.23803,17.8302,4.2441,0.893,-10.86538,16.26707,-0.63185,7.65559,227.314,39.4907,0.3411,0.0029,4000,0.11371,1.003,0.35186,0.326,0.32214,1.09227,0.02972,0.33268,0.33204,0.33528,0.0014,0.975,29.4,OK,ADMS_raw_i15p0_d30p93_t0p34_s2_m1p6,0.07079,0.07252,0.2689,0.061,1.195,0.08352,0.0351,0.03,0.2390213712533705,0.70686,21.2418,4.201151,0.999995,-0.148876,1.80381,9.304797,-0.603211,0.903095,12.619739,0.482599,ADMS,raw,quadratic,ADMS|raw|11
ADMS,ADMS_raw_i15p0_d26p89_t0p4_s2_m1p6.stl,15.0,26.89,0.4,2,1.6,15.014,4986264,1,1,-550,0.24019,15.235,3.6593,0.905,-8.23762,12.6697,-0.55377,6.74357,202.9007,36.5224,0.4014,0.0029,4000,0.13379,1.003,0.34583,0.33088,0.32329,1.06971,0.02254,0.32491,0.33944,0.33565,0.00615,0.971,22.1,OK,ADMS_raw_i15p0_d26p89_t0p4_s2_m1p6,0.06257,0.0644,0.2631,0.0488,1.1719,0.07545,0.029345,0.026295000000000002,0.24098865,0.81983,18.3136,4.163371,1.000001,-0.151332,1.842861,9.980721,-0.615187,0.946175,15.152657,0.489577,ADMS,raw,quadratic,ADMS|raw|12
ADMS,ADMS_DF_i15p0_d20p83_t0p5_s2_m1p6.stl,15.0,20.83,0.5,2,1.6,15.014,4062912,1,1,-288,0.24087,12.6329,3.0429,0.848,-5.31329,6.16294,-0.44589,4.40332,187.4821,34.6104,0.5009,0.0186,4000,0.16698,1.002,0.34819,0.33308,0.31873,1.09243,0.02946,0.33302,0.32766,0.33931,0.00476,0.942,26.7,OK,ADMS_DF_i15p0_d20p83_t0p5_s2_m1p6,0.06719,0.06924,0.2616,0.0504,1.0549,0.07762,0.03087,0.028650000000000002,0.2416361723354057,0.98591,15.2286,4.151617,1.000004,-0.146535,1.447086,11.3742,-0.573842,0.665605,20.248286,0.508101,ADMS,df,quadratic,ADMS|df|12
ADMS,ADMS_raw_i15p0_d22p85_t0p5_s2_m1p6.stl,15.0,22.85,0.5,2,1.6,15.013,4114960,1,1,-282,0.24239,12.4186,3.0101,0.882,-4.80029,6.65765,-0.40992,4.62008,153.6309,31.694,0.501,0.0148,4000,0.16699,1.002,0.35349,0.3292,0.31731,1.11401,0.03618,0.32862,0.33485,0.33653,0.0034,0.96,25.1,OK,ADMS_raw_i15p0_d22p85_t0p5_s2_m1p6,0.07194,0.07333,0.2754,0.1059,1.467,0.087075,0.03754,0.03179,0.2430442148673639,0.99663,15.0638,4.125583,0.999985,-0.13618,1.534837,10.529063,-0.529777,0.734761,16.955238,0.502664,ADMS,raw,quadratic,ADMS|raw|12
ADMS,ADMS_DF_i15p0_d24p87_t0p4_s2_m1p6.stl,15.0,24.87,0.4,2,1.6,15.014,5066664,1,1,-556,0.24348,15.4202,3.7546,0.863,-8.162,11.38025,-0.54932,6.29488,222.522,38.0327,0.4012,0.0065,4000,0.13374,1.003,0.34637,0.33055,0.32307,1.07212,0.0233,0.33039,0.33757,0.33203,0.00307,0.959,29.0,OK,ADMS_DF_i15p0_d24p87_t0p4_s2_m1p6,0.06775,0.0704,0.251,0.0625,1.0766,0.08257500000000001,0.030670000000000003,0.030699999999999998,0.2443,0.79904,18.79,4.107114,1.000024,-0.146309,1.676618,10.12987,-0.579015,0.807319,15.785791,0.502128,ADMS,df,quadratic,ADMS|df|12
ADMS,ADMS_raw_i12p0_d36p0_t0p31_s2_m1p6.stl,12.0,36.0,0.31,2,1.6,12.014,3357788,1,1,-656,0.24509,19.5411,4.7893,0.905,-14.52279,22.67009,-0.76424,9.35544,233.539,41.0743,0.3118,0.0028,4000,0.10393,1.006,0.3464,0.33433,0.31927,1.08499,0.02713,0.3283,0.34099,0.33071,0.0055,0.973,18.6,OK,ADMS_raw_i12p0_d36p0_t0p31_s2_m1p6,0.06832,0.07017,0.2658,0.07,1.2382,0.078015,0.03344,0.029900000000000003,0.2458931284336482,0.62639,19.1797,4.080134,0.999994,-0.159571,1.953393,8.576213,-0.633142,0.988335,10.181464,0.497755,ADMS,raw,quadratic,ADMS|raw|12
ADMS,ADMS_raw_i15p0_d36p0_t0p31_s2_m1p6.stl,15.0,36.0,0.31,2,1.6,15.015,6568236,1,1,-1358,0.24955,19.3524,4.8293,0.908,-15.03052,23.27075,-0.7946,9.42594,242.2275,41.5308,0.3119,0.0027,4000,0.10396,1.006,0.34678,0.33166,0.32156,1.07845,0.02523,0.33735,0.32825,0.3344,0.00379,0.978,33.9,OK,ADMS_raw_i15p0_d36p0_t0p31_s2_m1p6,0.07362,0.07558,0.2663,0.033,1.0742,0.089085,0.0331,0.02939,0.2501885669719802,0.6212,24.171,4.007213,0.999981,-0.164534,1.951786,8.599593,-0.64445,0.997759,10.385768,0.502064,ADMS,raw,quadratic,ADMS|raw|12
ADMS,ADMS_flow_i15p0_d26p89_t0p4_s2_m1p6.stl,15.0,26.89,0.4,2,1.6,15.019,5069140,1,1,-584,0.25004,15.2129,3.8038,0.898,-8.20472,11.80279,-0.57403,6.73841,206.0685,36.5747,0.4013,0.0103,4000,0.13376,1.003,0.3666,0.34157,0.29183,1.25623,0.07478,0.35069,0.34788,0.30143,0.02259,0.97,27.8,OK,ADMS_flow_i15p0_d26p89_t0p4_s2_m1p6,0.06405,0.06596,0.2623,0.0733,0.806,0.08614000000000001,0.02699,0.02436,0.25125131,0.78868,19.0432,3.99936,0.999991,-0.150908,1.771479,9.615221,-0.567049,0.815721,14.241922,0.508801,ADMS,flow,quadratic,ADMS|flow|12
ADMS,ADMS_raw_i15p0_d22p85_t0p53_s2_m1p6.stl,15.0,22.85,0.53,2,1.6,15.013,4109516,1,1,-282,0.25659,11.7291,3.0095,0.879,-4.82067,6.73317,-0.43608,4.63891,153.2419,31.5281,0.531,0.0145,4000,0.17701,1.002,0.35357,0.32919,0.31724,1.11451,0.03633,0.32859,0.33488,0.33653,0.00342,0.958,26.4,OK,ADMS_raw_i15p0_d22p85_t0p53_s2_m1p6,0.07902,0.0806,0.2745,0.1037,1.4522,0.09567,0.04096,0.0349,0.2572752960515737,0.99682,15.0609,3.897268,0.999977,-0.144898,1.541386,10.475949,-0.532229,0.74338,16.918766,0.532724,ADMS,raw,quadratic,ADMS|raw|12
ADMS,ADMS_DF_i15p0_d14p77_t0p7_s2_m1p6.stl,15.0,14.77,0.7,2,1.6,15.012,3146176,1,1,-130,0.2567,9.3294,2.3949,0.798,-3.00344,2.67802,-0.36264,2.87808,142.2608,30.084,0.7008,0.0632,4000,0.23359,1.001,0.36521,0.33637,0.29843,1.22377,0.06678,0.33982,0.33294,0.32724,0.00514,0.902,28.5,OK,ADMS_DF_i15p0_d14p77_t0p7_s2_m1p6,0.06922,0.07175,0.2542,0.0644,0.9962,0.086485,0.02996,0.028624999999999998,0.2572,1.25268,11.9839,3.895598,1.000018,-0.151424,1.201775,12.561919,-0.523673,0.466933,24.804249,0.559415,ADMS,df,quadratic,ADMS|df|12
ADMS,ADMS_DF_5cube_d26p89_r026.stl,,26.89,,,,15.014,5299120,1,1,-684,0.25797,15.3352,3.956,0.868,-9.48559,13.52025,-0.64744,6.92642,235.2745,39.3858,0.4014,0.0078,4000,0.1338,,0.35791,0.32798,0.31411,1.13944,0.0438,0.32586,0.35057,0.32357,0.01222,0.958,37.6,OK,ADMS_DF_5cube_d26p89_r026,0.07238,0.07527,0.2502,0.0509,0.9721,0.09063,0.02924,0.028975,0.26,0.75834,19.7985,3.87642,0.999995,-0.163659,1.750855,9.955911,-0.606104,0.863908,15.033412,0.529316,ADMS,df,quadratic,ADMS|df|13
ADMS,ADMS_flow_i15p0_d14p77_t0p8_s2_m1p6.stl,15.0,14.77,0.8,2,1.6,15.013,2629672,1,1,-84,0.25922,7.8252,2.0284,0.886,-2.46858,2.97295,-0.35598,3.27205,120.3605,27.7609,0.801,0.0393,4000,0.26701,1.001,0.374,0.33487,0.29112,1.2847,0.08288,0.36664,0.29471,0.33865,0.02961,0.945,31.2,OK,ADMS_flow_i15p0_d14p77_t0p8_s2_m1p6,0.05114,0.05347,0.2431,0.2507,0.5708,0.061855,0.01365,0.015674999999999998,0.2597414509408422,1.47896,10.1511,3.857727,0.999976,-0.175494,1.61308,13.685781,-0.599956,0.722536,29.252035,0.541616,ADMS,flow,quadratic,ADMS|flow|12
ADMS,ADMS_flow_i15p0_d26p89_t0p42_s2_m1p6.stl,15.0,26.89,0.42,2,1.6,15.019,5058096,1,1,-582,0.26223,14.482,3.7977,0.896,-8.2106,11.75642,-0.60376,6.71555,204.3928,36.5872,0.4214,0.0112,4000,0.14047,1.003,0.36672,0.34161,0.29168,1.25728,0.07504,0.35076,0.3479,0.30134,0.02265,0.968,28.6,OK,ADMS_flow_i15p0_d26p89_t0p42_s2_m1p6,0.0666,0.06874,0.2595,0.08,0.828,0.08410000000000001,0.025975,0.023094999999999997,0.2632870569163905,0.78997,19.0121,3.813446,1.000022,-0.158984,1.76836,9.634258,-0.569316,0.81518,14.172412,0.533451,ADMS,flow,quadratic,ADMS|flow|13
ADMS,ADMS_raw_i15p0_d42p0_t0p28_s2_m1p6.stl,15.0,42.0,0.28,2,1.6,15.015,7741816,1,1,-2214,0.26658,21.2462,5.6639,0.897,-20.41917,31.17113,-0.98369,10.96693,274.917,44.8635,0.2826,0.0028,4000,0.0942,1.009,0.34978,0.32769,0.32253,1.0845,0.02725,0.32771,0.33713,0.33515,0.00406,0.98,37.5,OK,ADMS_raw_i15p0_d42p0_t0p28_s2_m1p6,0.0845,0.08706,0.2618,0.0409,1.1188,0.103505,0.03875,0.03546,0.2668207682016248,0.52968,28.3473,3.751219,1.000016,-0.17368,1.936316,7.921079,-0.636532,0.971706,8.570061,0.533531,ADMS,raw,quadratic,ADMS|raw|13
ADMS,ADMS_raw_i15p0_d30p93_t0p39_s2_m1p6.stl,15.0,30.93,0.39,2,1.6,15.014,5749428,1,1,-890,0.27211,15.5274,4.2252,0.887,-10.99561,16.49085,-0.73279,7.65151,223.5713,38.7421,0.3913,0.0053,4000,0.13044,1.003,0.35207,0.32593,0.322,1.0934,0.03007,0.3327,0.33202,0.33529,0.00141,0.97,31.1,OK,ADMS_raw_i15p0_d30p93_t0p39_s2_m1p6,0.08781,0.09014,0.2663,0.0579,1.1837,0.10321,0.042640000000000004,0.037215,0.2729487444175264,0.71003,21.1456,3.674984,1.000009,-0.173435,1.810939,9.169379,-0.615932,0.923754,12.523611,0.55113,ADMS,raw,quadratic,ADMS|raw|13
ADMS,ADMS_DF_i15p0_d26p89_t0p42_s2_m1p6.stl,15.0,26.89,0.42,2,1.6,15.014,5335024,1,1,-730,0.27522,14.5774,4.012,0.863,-9.97428,14.51294,-0.70927,7.16733,231.8815,39.2959,0.4216,0.0099,4000,0.14054,1.004,0.35696,0.32741,0.31564,1.13091,0.04132,0.33629,0.32927,0.33445,0.00297,0.956,30.3,OK,ADMS_DF_i15p0_d26p89_t0p42_s2_m1p6,0.08561,0.08879,0.2535,0.0449,0.929,0.103855,0.033780000000000004,0.033035,0.2760222522424626,0.74776,20.0786,3.633457,1.000002,-0.176787,1.786477,9.794611,-0.619671,0.901644,14.406085,0.563845,ADMS,df,quadratic,ADMS|df|13
ADMS,ADMS_DF_5cube_d28p91_r028.stl,,28.91,,,,15.018,5752456,1,1,-884,0.28102,15.3018,4.3001,0.866,-11.57252,17.35232,-0.78737,7.83592,251.613,41.0417,0.4015,0.0068,4000,0.13383,,0.35007,0.32958,0.32035,1.09276,0.02971,0.33679,0.33629,0.32691,0.00455,0.957,41.1,OK,ADMS_DF_5cube_d28p91_r028,0.09119,0.09397,0.2616,0.0423,0.9557,0.109125,0.038805,0.035230000000000004,0.28,0.69766,21.5262,3.558466,0.999997,-0.183105,1.82226,9.544333,-0.625847,0.938422,13.607351,0.575484,ADMS,df,quadratic,ADMS|df|14
ADMS,ADMS_raw_i15p0_d26p89_t0p47_s2_m1p6.stl,15.0,26.89,0.47,2,1.6,15.013,4948264,1,1,-550,0.2811,12.9599,3.643,0.898,-8.35443,12.79757,-0.66107,6.73635,190.7085,35.8637,0.4713,0.0058,4000,0.1571,1.003,0.34575,0.33117,0.32308,1.07015,0.02267,0.32488,0.33881,0.33632,0.00606,0.965,30.0,OK,ADMS_raw_i15p0_d26p89_t0p47_s2_m1p6,0.08196,0.0846,0.2595,0.0489,1.1705,0.098245,0.037425,0.034620000000000005,0.2818663522492036,0.82349,18.2309,3.557453,0.999992,-0.181462,1.849107,9.844476,-0.629494,0.964279,14.369613,0.57232,ADMS,raw,quadratic,ADMS|raw|14
ADMS,ADMS_flow_i15p0_d30p93_t0p4_s2_m1p6.stl,15.0,30.93,0.4,2,1.6,15.014,5689976,1,1,-836,0.28202,15.1133,4.2623,0.897,-10.8802,15.6295,-0.75956,7.81949,233.799,38.9724,0.4015,0.0067,4000,0.13383,1.004,0.3554,0.32916,0.31544,1.12671,0.03997,0.33536,0.33638,0.32826,0.00361,0.97,30.8,OK,ADMS_flow_i15p0_d30p93_t0p4_s2_m1p6,0.07625,0.07884,0.2572,0.0631,0.855,0.09625500000000001,0.030775,0.02843,0.2830333758582391,0.70385,21.3312,3.545848,1.000011,-0.178206,1.834591,9.143615,-0.598906,0.860333,12.869576,0.570417,ADMS,flow,quadratic,ADMS|flow|14
ADMS,ADMS_DF_i15p0_d20p83_t0p6_s2_m1p6.stl,15.0,20.83,0.6,2,1.6,15.015,4042822,1,1,-296,0.28745,10.5921,3.0447,0.839,-5.41068,6.53578,-0.54438,4.53836,174.2443,33.5784,0.6011,0.0398,4000,0.20037,1.002,0.34853,0.33323,0.31824,1.09516,0.03028,0.33277,0.32728,0.33996,0.00519,0.932,30.7,OK,ADMS_DF_i15p0_d20p83_t0p6_s2_m1p6,0.09041,0.0934,0.2584,0.0442,1.0577,0.10479,0.040685,0.038759999999999996,0.2884967094390209,0.98532,15.2387,3.478866,1.0,-0.178796,1.490577,11.028479,-0.583664,0.705032,18.796189,0.610066,ADMS,df,quadratic,ADMS|df|14
ADMS,ADMS_DF_i15p0_d14p77_t0p8_s2_m1p6.stl,15.0,14.77,0.8,2,1.6,15.011,3138044,1,1,-132,0.29175,8.2387,2.4036,0.787,-3.05811,2.85398,-0.41493,2.96419,137.7948,29.7493,0.8008,0.0833,4000,0.26694,1.001,0.36585,0.33605,0.29811,1.22724,0.06774,0.33948,0.33358,0.32694,0.00512,0.888,34.4,OK,ADMS_DF_i15p0_d14p77_t0p8_s2_m1p6,0.08713,0.09028,0.2546,0.0593,0.9875,0.10833,0.03737,0.035665,0.2922459870059237,1.24811,12.027,3.427592,0.999983,-0.172626,1.233208,12.376766,-0.529315,0.493983,23.850293,0.641628,ADMS,df,quadratic,ADMS|df|14
ADMS,ADMS_raw_i15p0_d22p85_t0p61_s2_m1p6.stl,15.0,22.85,0.61,2,1.6,15.012,4087228,1,1,-282,0.29413,10.2153,3.0047,0.87,-4.88081,6.96326,-0.50819,4.73043,145.3783,30.8793,0.611,0.0263,4000,0.20368,1.002,0.35381,0.32915,0.31703,1.11602,0.03678,0.3285,0.33492,0.33657,0.00348,0.95,28.5,OK,ADMS_raw_i15p0_d22p85_t0p61_s2_m1p6,0.09871,0.10094,0.2713,0.0974,1.4067,0.119715,0.0499,0.04332,0.2949179883358383,0.99846,15.0352,3.399857,1.000025,-0.169136,1.574382,10.277252,-0.540644,0.771315,16.103441,0.611982,ADMS,raw,quadratic,ADMS|raw|14
ADMS,ADMS_DF_i15p0_d30p93_t0p4_s2_m1p6.stl,15.0,30.93,0.4,2,1.6,15.018,6015148,1,1,-1046,0.29756,15.1742,4.5152,0.872,-12.95443,19.9621,-0.88016,8.52785,252.8629,41.4942,0.4017,0.0059,4000,0.1339,1.004,0.35644,0.32659,0.31697,1.12453,0.03947,0.33306,0.33933,0.32761,0.00479,0.958,32.2,OK,ADMS_DF_i15p0_d30p93_t0p4_s2_m1p6,0.09816,0.10119,0.261,0.0453,0.9234,0.12089499999999999,0.040565,0.036555,0.2988,0.66442,22.6032,3.360667,0.999992,-0.194931,1.888684,9.189821,-0.635415,0.979142,12.402933,0.60459,ADMS,df,quadratic,ADMS|df|14
ADMS,ADMS_raw_i15p0_d30p93_t0p43_s2_m1p6.stl,15.0,30.93,0.43,2,1.6,15.014,5711152,1,1,-890,0.29915,14.0571,4.2052,0.883,-11.11719,16.55135,-0.81741,7.66011,219.2902,38.5559,0.4316,0.0076,4000,0.14385,1.004,0.35225,0.32587,0.32187,1.09438,0.03038,0.3327,0.33202,0.33528,0.00141,0.966,33.1,OK,ADMS_raw_i15p0_d30p93_t0p43_s2_m1p6,0.1024,0.10527,0.2646,0.0557,1.1736,0.12016,0.049045,0.04337,0.2999512244136155,0.71341,21.0454,3.342805,1.000004,-0.194382,1.821588,9.168665,-0.628674,0.935974,12.400801,0.604915,ADMS,raw,quadratic,ADMS|raw|14
ADMS,ADMS_DF_i15p0_d24p87_t0p5_s2_m1p6.stl,15.0,24.87,0.5,2,1.6,15.013,5015728,0,1,-559,0.30234,12.3635,3.738,0.853,-8.33641,11.74399,-0.70112,6.26522,205.3931,36.8566,0.5013,0.0179,4000,0.16709,1.003,0.34668,0.33041,0.32291,1.07363,0.02378,0.33045,0.33773,0.33182,0.00316,0.947,30.6,OK,ADMS_DF_i15p0_d24p87_t0p5_s2_m1p6,0.09778,0.10157,0.2515,0.0467,1.0726,0.11749499999999999,0.043405,0.043144999999999996,0.3034,0.80257,18.7062,3.307535,1.000005,-0.187567,1.676098,9.86003,-0.59663,0.840507,14.699812,0.624579,ADMS,df,quadratic,ADMS|df|15
ADMS,ADMS_flow_i15p0_d26p89_t0p49_s2_m1p6.stl,15.0,26.89,0.49,2,1.6,15.021,5009436,1,1,-578,0.30432,12.396,3.7724,0.89,-8.3143,11.81505,-0.71065,6.62684,205.8015,36.6704,0.4913,0.0152,4000,0.16377,1.003,0.36717,0.3417,0.29113,1.26118,0.07604,0.35104,0.34797,0.30099,0.0229,0.962,30.9,OK,ADMS_flow_i15p0_d26p89_t0p49_s2_m1p6,0.08617,0.08919,0.2559,0.0744,0.8543,0.10622999999999999,0.033,0.030335,0.3054297130760157,0.79526,18.8882,3.286015,1.000013,-0.188384,1.756687,9.720835,-0.584254,0.830255,14.461869,0.617798,ADMS,flow,quadratic,ADMS|flow|15
ADMS,ADMS_flow_i15p0_d36p0_t0p4_s2_m1p6.stl,15.0,36.0,0.4,2,1.6,15.017,6533338,1,1,-1324,0.33057,14.8463,4.9078,0.898,-14.90856,21.78476,-1.06348,9.26051,313.7705,44.53,0.4017,0.0145,4000,0.13389,1.004,0.36159,0.32496,0.31346,1.15355,0.04813,0.326,0.3391,0.3349,0.00546,0.97,34.7,OK,ADMS_flow_i15p0_d36p0_t0p4_s2_m1p6,0.10397,0.10731,0.2596,0.0613,0.836,0.13234,0.041185,0.03835,0.331523826948171,0.61128,24.5665,3.025078,1.000012,-0.216694,1.886919,9.07342,-0.618974,0.90446,13.027131,0.657097,ADMS,flow,quadratic,ADMS|flow|16
ADMS,ADMS_DF_5cube_d20p83_t0p70_s2.stl,,20.83,0.70,2,,15.018,4011764,1,1,-296,0.33311,9.1173,3.037,0.831,-5.53108,6.96673,-0.64501,4.67862,167.2254,33.1139,0.7012,0.0582,4000,0.23372,1.002,0.34887,0.33324,0.31789,1.09747,0.03098,0.33278,0.32708,0.34013,0.00534,0.921,34.4,OK,ADMS_DF_5cube_d20p83_t0p70_s2,0.11576,0.11984,0.2557,0.0387,1.0538,0.13463,0.0509,0.04956000000000001,0.3342,0.9878,15.2035,3.002011,0.999979,-0.212379,1.540508,10.903261,-0.599656,0.755303,18.129858,0.709823,ADMS,df,quadratic,ADMS|df|16
ADMS,ADMS_raw_i15p0_d30p93_t0p5_s2_m1p6.stl,15.0,30.93,0.5,2,1.6,15.013,5632018,1,1,-890,0.34559,12.041,4.1612,0.874,-11.36204,16.92847,-0.97242,7.66298,218.6119,38.6137,0.5015,0.0156,4000,0.16716,1.003,0.35262,0.32578,0.3216,1.09645,0.03102,0.33275,0.332,0.33525,0.00139,0.959,34.8,OK,ADMS_raw_i15p0_d30p93_t0p5_s2_m1p6,0.13004,0.13391,0.2624,0.0508,1.1565,0.152585,0.060965,0.054845,0.3464877353303835,0.72094,20.8242,2.893602,0.999988,-0.233685,1.84151,9.279353,-0.656159,0.97762,12.624854,0.695594,ADMS,raw,quadratic,ADMS|raw|17
ADMS,ADMS_DF_i15p0_d36p0_t0p4_s2_m1p6.stl,15.0,36.0,0.4,2,1.6,15.021,7089344,1,1,-1874,0.35497,14.9729,5.3149,0.851,-18.29073,28.1026,-1.25429,10.17493,294.9602,44.9127,0.4019,0.0085,4000,0.13395,1.005,0.34799,0.32669,0.32533,1.06965,0.02266,0.33558,0.33248,0.33194,0.0016,0.947,39.8,OK,ADMS_DF_i15p0_d36p0_t0p4_s2_m1p6,0.14141,0.14601,0.259,0.0267,1.0037,0.16734000000000002,0.06193,0.05712,0.35664518,0.56445,26.6117,2.817139,0.999994,-0.235994,1.914405,8.45029,-0.647494,0.994836,10.441629,0.711935,ADMS,df,quadratic,ADMS|df|17
ADMS,ADMS_DF_i15p0_d24p87_t0p6_s2_m1p6.stl,15.0,24.87,0.6,2,1.6,15.012,4941812,1,1,-560,0.35976,10.296,3.704,0.841,-8.54952,12.43161,-0.86424,6.45055,197.4299,36.2589,0.6015,0.0361,4000,0.2005,1.002,0.34706,0.33031,0.32264,1.0757,0.02442,0.3304,0.33794,0.33166,0.00329,0.935,34.6,OK,ADMS_DF_i15p0_d24p87_t0p6_s2_m1p6,0.13255,0.13765,0.2519,0.0368,1.0615,0.15888,0.05784500000000001,0.05728,0.3607,0.80992,18.5352,2.779631,0.999976,-0.233321,1.741467,9.788885,-0.62313,0.906076,14.389646,0.74267,ADMS,df,quadratic,ADMS|df|18
ADMS,ADMS_DF_i15p0_d19p39_t0p87_s2_m1p6.stl,15.0,19.39,0.87,2,1.6,15.013,3488402,1,1,-240,0.36612,7.3451,2.6892,0.808,-5.44768,6.82326,-0.77262,4.65788,171.8762,33.7067,0.8723,0.1029,4000,0.29077,1.003,0.38126,0.31922,0.29952,1.27291,0.08174,0.32067,0.34712,0.3322,0.01083,0.898,37.9,OK,ADMS_DF_i15p0_d19p39_t0p87_s2_m1p6,0.11784,0.12458,0.2296,0.0774,0.9564,0.145435,0.038395,0.04646,0.36716705,1.11558,13.4576,2.731345,1.000004,-0.287306,1.732077,12.534155,-0.753302,0.943517,23.766948,0.781935,ADMS,df,quadratic,ADMS|df|18
ADMS,ADMS_DF_i15p0_d30p93_t0p5_s2_m1p6.stl,15.0,30.93,0.5,2,1.6,15.015,5887464,1,1,-1048,0.36859,12.0715,4.4494,0.859,-13.39905,20.68165,-1.13868,8.5952,252.709,41.5719,0.5019,0.0135,4000,0.16732,1.004,0.35716,0.32638,0.31646,1.12859,0.04069,0.33298,0.3395,0.32752,0.0049,0.947,36.6,OK,ADMS_DF_i15p0_d30p93_t0p5_s2_m1p6,0.14035,0.14506,0.2578,0.0378,0.9422,0.17126000000000002,0.057460000000000004,0.05311,0.3695,0.67424,22.2695,2.713042,0.999992,-0.255916,1.931751,9.343188,-0.676806,1.044662,12.764715,0.744479,ADMS,df,quadratic,ADMS|df|18
ADMS,ADMS_flow_i15p0_d20p14_t0p85_s2_m1p6.stl,15.0,20.14,0.85,2,1.6,15.011,3527436,1,1,-198,0.37254,7.2428,2.6983,0.868,-4.36784,6.33387,-0.68856,4.78911,152.7752,30.9508,0.8542,0.0469,4000,0.28474,1.005,0.36682,0.34202,0.29117,1.25981,0.07565,0.29936,0.35735,0.34329,0.0247,0.935,32.9,OK,ADMS_flow_i15p0_d20p14_t0p85_s2_m1p6,0.11061,0.11626,0.2369,0.1335,0.7897,0.153525,0.035165,0.041085,0.37322494,1.11184,13.501,2.684276,1.000025,-0.255189,1.774906,11.470767,-0.59994,0.869982,20.984279,0.768295,ADMS,flow,quadratic,ADMS|flow|18
ADMS,ADMS_raw_i15p0_d46p2_t0p36_s2_m1p6.stl,15.0,46.2,0.36,2,1.6,15.014,8273256,1,1,-2984,0.37417,16.2197,6.069,0.881,-26.1034,37.74712,-1.62323,11.86675,341.742,48.3348,0.3619,0.004,4000,0.12063,1.005,0.3476,0.33004,0.32236,1.07829,0.02524,0.33205,0.33404,0.33391,0.00091,0.971,34.9,OK,ADMS_raw_i15p0_d46p2_t0p36_s2_m1p6,0.15174,0.15657,0.2599,0.0377,1.1209,0.18161000000000002,0.06878999999999999,0.064155,0.37496755,0.49432,30.373,2.672582,1.000012,-0.267466,1.95533,7.96431,-0.708718,1.02485,9.278436,0.732094,ADMS,raw,quadratic,ADMS|raw|18
