dataset,file,inner,density_param,t_input,seed,size_multi,bbox_mm,n_tris,watertight,winding_ok,euler,VF,SAV_x_cell,rel_surface,interior_vert_frac,curv_gauss_mean_xL2,curv_gauss_iqr_xL2,curv_mean_mean_xL,curv_mean_iqr_xL,curv_gauss_p99_xL2,curv_mean_p99_xL,thickness_med_mm,thickness_std_mm,thickness_hits,thickness_over_cell,thickness_ratio,fabric_l1,fabric_l2,fabric_l3,fabric_DA,fabric_aniso,normal_x,normal_y,normal_z,normal_spread,fabric_kept_frac,extract_s,status,Run,E_over_Es,G_over_Gs,nu_iso,TAI,Zener_Z,C11_n,C12_n,C44_n,Rho_rel,L_star_mm,bbox_over_Lstar,SAV_x_cell_star,rel_surface_star,curv_mean_mean_xL_star,curv_mean_iqr_xL_star,curv_mean_p99_xL_star,curv_gauss_mean_xL2_star,curv_gauss_iqr_xL2_star,curv_gauss_p99_xL2_star,thickness_over_cell_star,family,topology,element_order,group_key
TPMS,P Generator_0.16.stl,,,,,,10.013,164784,1,1,-8,0.15937,33.5673,5.3497,0.851,-9.80377,11.56961,-0.41027,6.0911,43.3966,11.5762,0.6611,0.0871,4000,0.06611,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.916,21.5,OK,P Generator_0.16,0.054543,0.053624,0.322295,0.196562,2.81044,0.065952,0.043754,0.031193,0.15937,1.86929,5.3566,6.274707,1.000015,-0.076691,1.138604,2.163929,-0.342568,0.404271,1.516386,0.353663,TPMS,P Generator,quadratic,TPMS|P Generator|7
TPMS,P Generator_0.18.stl,,,,,,10.016,166128,1,1,-8,0.17931,30.2813,5.4298,0.844,-9.94913,11.92723,-0.46874,6.15712,41.6053,11.9307,0.7392,0.0977,4000,0.07392,,0.33333,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.905,21.3,OK,P Generator_0.18,0.063333,0.062457,0.318236,0.192602,2.674158,0.075832,0.049187,0.035626,0.17931,1.84171,5.4384,5.576934,1.000011,-0.086328,1.133962,2.197288,-0.337464,0.404559,1.411207,0.401366,TPMS,P Generator,quadratic,TPMS|P Generator|8
TPMS,P Generator_0.20.stl,,,,,,10.017,167040,1,1,-8,0.19865,27.6818,5.4989,0.833,-10.05119,11.43797,-0.52255,6.12461,47.1469,11.7484,0.8091,0.1092,4000,0.08091,,0.33334,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33334,0.0,0.894,22.2,OK,P Generator_0.20,0.07232,0.071536,0.314242,0.188464,2.549971,0.085828,0.054419,0.040045,0.19865,1.81852,5.5083,5.033979,0.999984,-0.095027,1.11377,2.136465,-0.332393,0.378254,1.559148,0.444923,TPMS,P Generator,quadratic,TPMS|P Generator|9
TPMS,P Generator_0.22.stl,,,,,,10.017,168144,1,1,-8,0.21861,25.4912,5.5727,0.827,-10.21407,12.03088,-0.56516,6.0824,52.1093,12.3319,0.881,0.1234,4000,0.0881,,0.33333,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.883,21.5,OK,P Generator_0.22,0.082146,0.081511,0.31014,0.183636,2.426639,0.096687,0.059815,0.044738,0.21861,1.79448,5.5821,4.574356,1.000012,-0.101417,1.091477,2.21294,-0.328911,0.387415,1.67801,0.490949,TPMS,P Generator,quadratic,TPMS|P Generator|10
TPMS,P Generator_0.24.stl,,,,,,10.016,169616,1,1,-8,0.23864,23.659,5.646,0.814,-10.18276,11.24017,-0.64381,6.13656,51.7118,11.934,0.9569,0.1401,4000,0.09569,,0.33333,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.873,21.9,OK,P Generator_0.24,0.092563,0.092129,0.306122,0.178458,2.313052,0.108163,0.065271,0.049607,0.23864,1.77117,5.655,4.190412,1.000003,-0.11403,1.086889,2.113715,-0.319438,0.352609,1.622222,0.540264,TPMS,P Generator,quadratic,TPMS|P Generator|11
TPMS,P Generator_0.26.stl,,,,,,10.015,171312,1,1,-8,0.25874,22.0986,5.7178,0.801,-10.06988,11.56356,-0.70062,6.07865,47.7836,12.0889,1.025,0.1636,4000,0.1025,,0.33334,0.33333,0.33333,1.00002,1e-05,0.33333,0.33333,0.33334,0.0,0.864,21.7,OK,P Generator_0.26,0.103549,0.103378,0.302158,0.172901,2.204382,0.120264,0.070717,0.054611,0.25874,1.74893,5.7264,3.864884,1.000001,-0.122533,1.063111,2.11426,-0.308012,0.3537,1.461579,0.586074,TPMS,P Generator,quadratic,TPMS|P Generator|12
TPMS,P Generator_0.28.stl,,,,,,10.015,171984,1,1,-8,0.27883,20.7791,5.7938,0.795,-10.19225,11.3716,-0.75432,6.03611,56.3295,12.3704,1.0966,0.1835,4000,0.10966,,0.33333,0.33333,0.33333,1.0,0.0,0.33333,0.33333,0.33333,0.0,0.853,22.2,OK,P Generator_0.28,0.115125,0.115273,0.298331,0.167009,2.105651,0.133007,0.076216,0.059791,0.27883,1.72597,5.8025,3.586415,0.999994,-0.130194,1.041816,2.135097,-0.303625,0.338758,1.678044,0.635352,TPMS,P Generator,quadratic,TPMS|P Generator|13
TPMS,P Generator_0.30.stl,,,,,,10.012,173088,1,1,-8,0.29904,19.6049,5.8626,0.784,-10.23104,11.03669,-0.82918,6.07682,58.737,12.6553,1.1646,0.2051,4000,0.11646,,0.33334,0.33334,0.33333,1.00002,1e-05,0.33334,0.33334,0.33333,0.0,0.84,22.6,OK,P Generator_0.30,0.12736,0.127878,0.294731,0.160629,2.012687,0.146568,0.081848,0.065131,0.29904,1.70571,5.8697,3.344034,0.999992,-0.141434,1.036531,2.158632,-0.297668,0.321108,1.708929,0.682764,TPMS,P Generator,quadratic,TPMS|P Generator|14
TPMS,P+C(P) Generator_0.10.stl,,,,,,10.017,229216,1,1,-32,0.09912,78.9998,7.8305,0.894,-37.71869,51.93119,-0.51845,13.52605,213.7609,27.8799,0.2742,0.0504,4000,0.02742,,0.33335,0.33334,0.33331,1.00013,4e-05,0.33332,0.33333,0.33335,1e-05,0.98,32.5,OK,P+C(P) Generator_0.10,0.018496,0.019631,0.224835,0.102252,1.380623,0.019501,0.007054,0.008592,0.09912,1.27706,7.8438,10.088781,1.000005,-0.066209,1.727363,3.560442,-0.615151,0.846942,3.486211,0.214711,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|4
TPMS,P+C(P) Generator_0.12.stl,,,,,,10.015,229552,1,1,-32,0.11889,66.3728,7.8911,0.885,-37.78882,51.55863,-0.65924,13.52983,215.5255,27.5354,0.3259,0.0619,4000,0.03259,,0.33335,0.33334,0.33331,1.00013,4e-05,0.33334,0.33335,0.33331,2e-05,0.974,32.9,OK,P+C(P) Generator_0.12,0.023909,0.025276,0.229675,0.086504,1.31681,0.025732,0.009246,0.010854,0.11889,1.26726,7.9029,8.411136,1.000005,-0.083543,1.714577,3.489442,-0.606865,0.828,3.461208,0.25717,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|5
TPMS,P+C(P) Generator_0.14.stl,,,,,,10.018,229584,1,1,-32,0.13905,57.1166,7.9419,0.879,-37.86168,52.63798,-0.79146,13.49988,230.5692,27.6816,0.3831,0.0722,4000,0.03831,,0.33337,0.33335,0.33329,1.00024,8e-05,0.33334,0.3333,0.33336,3e-05,0.966,33.6,OK,P+C(P) Generator_0.14,0.029981,0.03161,0.23298,0.072255,1.259714,0.032826,0.011654,0.013335,0.13905,1.25912,7.9564,7.191658,0.999979,-0.099654,1.699795,3.485442,-0.600251,0.834512,3.655398,0.30426,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|6
TPMS,P+C(P) Generator_0.16.stl,,,,,,10.015,231440,1,1,-32,0.15899,50.315,7.9997,0.869,-38.3561,51.67723,-0.92077,13.58968,239.6627,29.1111,0.4359,0.0815,4000,0.04359,,0.33337,0.33335,0.33327,1.0003,0.0001,0.33337,0.33336,0.33328,4e-05,0.959,34.1,OK,P+C(P) Generator_0.16,0.036492,0.038397,0.235512,0.059454,1.209881,0.040557,0.014211,0.015938,0.15899,1.25007,8.0116,6.289704,1.000015,-0.115102,1.698799,3.639078,-0.599377,0.807541,3.745121,0.348702,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|7
TPMS,P+C(P) Generator_0.18.stl,,,,,,10.015,231952,1,1,-32,0.17899,44.982,8.0513,0.859,-38.52695,52.2273,-1.06395,13.37025,250.3433,29.9313,0.4867,0.0928,4000,0.04867,,0.33335,0.33335,0.3333,1.00015,5e-05,0.33335,0.33335,0.3333,2e-05,0.951,34.9,OK,P+C(P) Generator_0.18,0.043551,0.045754,0.237407,0.047784,1.165581,0.049044,0.016939,0.01871,0.17899,1.24203,8.0634,5.586904,0.999996,-0.132146,1.660627,3.717561,-0.594333,0.80568,3.861899,0.391858,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|8
TPMS,P+C(P) Generator_0.20.stl,,,,,,10.016,232560,1,1,-32,0.19845,40.7638,8.0895,0.851,-38.37466,50.28833,-1.18478,13.38175,270.3672,30.6307,0.5429,0.1042,4000,0.05429,,0.33334,0.33334,0.33333,1.00002,1e-05,0.33334,0.33334,0.33333,0.0,0.94,34.9,OK,P+C(P) Generator_0.20,0.050941,0.053456,0.238834,0.037457,1.127404,0.058022,0.019754,0.021572,0.19845,1.23616,8.1025,5.039053,0.999991,-0.146458,1.654197,3.786441,-0.586399,0.76845,4.13145,0.439183,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|9
TPMS,P+C(P) Generator_0.22.stl,,,,,,10.016,230784,1,1,-32,0.21846,37.2016,8.127,0.848,-38.83996,50.783,-1.31684,13.42857,296.8322,32.2573,0.5932,0.1148,4000,0.05932,,0.33335,0.33334,0.33331,1.00014,5e-05,0.33331,0.33335,0.33335,2e-05,0.936,33.6,OK,P+C(P) Generator_0.22,0.059135,0.061991,0.240105,0.027874,1.093391,0.068057,0.022857,0.024711,0.21846,1.23046,8.14,4.577497,0.999992,-0.162032,1.652328,3.969122,-0.588047,0.768867,4.494112,0.482097,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|10
TPMS,P+C(P) Generator_0.24.stl,,,,,,10.017,233152,1,1,-32,0.23876,34.1948,8.1643,0.838,-38.89234,50.58537,-1.48864,13.3684,330.4043,33.8797,0.639,0.1252,4000,0.0639,,0.33339,0.33333,0.33329,1.0003,0.0001,0.33339,0.33332,0.3333,4e-05,0.926,33.5,OK,P+C(P) Generator_0.24,0.067901,0.071113,0.241293,0.019465,1.06465,0.078868,0.026186,0.028044,0.23876,1.22484,8.1782,4.188306,0.999994,-0.182334,1.637411,4.149712,-0.583473,0.758895,4.956812,0.521702,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|11
TPMS,P+C(P) Generator_0.26.stl,,,,,,10.016,233520,1,1,-32,0.25864,31.6539,8.187,0.821,-39.1445,49.57061,-1.6729,13.40607,364.2228,35.2267,0.6965,0.1361,4000,0.06965,,0.33333,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.916,33.4,OK,P+C(P) Generator_0.26,0.076427,0.08001,0.241788,0.012522,1.040788,0.089397,0.029305,0.031271,0.25864,1.22145,8.2001,3.866378,1.000004,-0.204337,1.63749,4.302779,-0.584016,0.739569,5.434021,0.570222,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|12
TPMS,P+C(P) Generator_0.28.stl,,,,,,10.036,231664,1,1,-32,0.27681,29.4711,8.158,0.82,-39.18632,47.62346,-1.80552,13.41471,378.15,36.3255,0.7462,0.1454,4000,0.07462,,0.33334,0.33333,0.33333,1.00001,0.0,0.33333,0.33333,0.33333,0.0,0.91,35.9,OK,P+C(P) Generator_0.28,0.085988,0.089919,0.243169,0.00599,1.019313,0.101397,0.033013,0.034853,0.27681,1.22581,8.1872,3.612586,1.000013,-0.221322,1.644384,4.452803,-0.588814,0.715591,5.682087,0.608742,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|13
TPMS,P+C(P) Generator_0.30.stl,,,,,,10.092,230320,1,1,-32,0.29122,27.6123,8.0413,0.815,-39.11585,46.84729,-1.93792,13.217,417.3539,37.1896,0.798,0.1573,4000,0.0798,,0.33343,0.33332,0.33326,1.00051,0.00017,0.33328,0.3334,0.33333,5e-05,0.899,34.2,OK,P+C(P) Generator_0.30,0.095917,0.100203,0.244393,0.000528,1.002045,0.113863,0.036883,0.038568,0.29122,1.24359,8.1152,3.43383,1.000006,-0.240997,1.643649,4.624851,-0.60493,0.724498,6.454415,0.641692,TPMS,P+C(P) Generator,quadratic,TPMS|P+C(P) Generator|14
TPMS,Q star Generator_0.10.stl,,,,,,10.012,219652,1,1,-6,0.09954,72.202,7.1867,0.888,-11.27017,9.1157,-0.65444,6.63184,86.0073,20.9429,0.2078,0.1593,4000,0.02078,,0.4338,0.38883,0.17737,2.44567,0.25642,0.30562,0.30556,0.38883,0.03924,0.966,36.4,OK,Q star Generator_0.10,0.027299,0.027141,0.307554,0.305792,1.114033,0.042668,0.01911,0.013122,0.09954,1.3914,7.1956,10.046213,0.99996,-0.091059,0.922757,2.914003,-0.218191,0.17648,1.665105,0.149346,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|4
TPMS,Q star Generator_0.12.stl,,,,,,10.012,219616,1,1,-6,0.11978,60.1742,7.2079,0.881,-11.36693,9.18712,-0.69908,6.61273,87.2741,20.8444,0.2548,0.1766,4000,0.02548,,0.43272,0.39053,0.17675,2.44819,0.25597,0.30475,0.30473,0.39053,0.04044,0.959,36.5,OK,Q star Generator_0.12,0.034744,0.034654,0.303379,0.287345,1.105883,0.053383,0.023474,0.016538,0.11978,1.38741,7.2163,8.348639,1.000033,-0.096991,0.917458,2.891977,-0.218803,0.176844,1.679949,0.183651,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|5
TPMS,Q star Generator_0.14.stl,,,,,,10.014,219366,1,1,-6,0.13947,51.8446,7.2306,0.874,-11.45687,9.26783,-0.74285,6.65927,86.7178,20.6873,0.3016,0.1952,4000,0.03016,,0.43169,0.39207,0.17624,2.44944,0.25545,0.30399,0.30394,0.39207,0.04154,0.951,36.4,OK,Q star Generator_0.14,0.042423,0.042425,0.299931,0.272467,1.099077,0.064287,0.027822,0.020039,0.13947,1.38298,7.2409,7.170001,0.999977,-0.102735,0.920963,2.861011,-0.219128,0.177259,1.658592,0.21808,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|6
TPMS,Q star Generator_0.16.stl,,,,,,10.013,219112,1,1,-6,0.15877,45.7129,7.2577,0.867,-11.54227,9.37169,-0.78785,6.68173,86.9986,20.9059,0.3482,0.2112,4000,0.03482,,0.43071,0.39348,0.17581,2.44985,0.2549,0.30331,0.30321,0.39348,0.04253,0.944,36.7,OK,Q star Generator_0.16,0.050266,0.050383,0.29699,0.260104,1.094221,0.075292,0.032136,0.023611,0.15877,1.37782,7.2673,6.298419,0.999981,-0.108552,0.920623,2.880459,-0.219117,0.177911,1.651573,0.252718,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|7
TPMS,Q star Generator_0.18.stl,,,,,,10.012,219020,1,1,-6,0.17918,40.6587,7.2853,0.86,-11.64642,9.52965,-0.83844,6.6905,88.8782,20.9837,0.3991,0.2281,4000,0.03991,,0.4298,0.39484,0.17536,2.45087,0.25443,0.30258,0.30258,0.39484,0.04349,0.936,37.3,OK,Q star Generator_0.18,0.059035,0.059299,0.294221,0.248561,1.089741,0.087458,0.03683,0.027586,0.17918,1.37264,7.294,5.58098,1.00001,-0.115088,0.918365,2.880309,-0.219435,0.179552,1.674593,0.290753,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|8
TPMS,Q star Generator_0.20.stl,,,,,,10.013,218920,1,1,-6,0.19922,36.7115,7.3137,0.852,-11.73576,9.62659,-0.88596,6.73173,88.1927,20.8731,0.4498,0.2386,4000,0.04498,,0.42898,0.39606,0.17496,2.45195,0.25403,0.30194,0.302,0.39606,0.04435,0.929,36.6,OK,Q star Generator_0.20,0.068056,0.068488,0.291799,0.238357,1.086194,0.099831,0.04154,0.031657,0.19922,1.3673,7.3232,5.019576,1.000005,-0.121138,0.920432,2.853986,-0.219402,0.179971,1.648779,0.328969,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|9
TPMS,Q star Generator_0.22.stl,,,,,,10.011,218864,1,1,-6,0.21952,33.4341,7.3396,0.844,-11.83823,9.89582,-0.93847,6.76993,89.0741,21.1519,0.5026,0.253,4000,0.05026,,0.4282,0.39719,0.1746,2.45244,0.2536,0.30145,0.30135,0.39719,0.04516,0.921,34.9,OK,Q star Generator_0.22,0.077676,0.078306,0.289543,0.228838,1.083766,0.112885,0.046455,0.035997,0.21952,1.3625,7.3475,4.555394,1.00002,-0.127866,0.922402,2.881945,-0.219765,0.183706,1.653575,0.368881,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|10
TPMS,Q star Generator_0.24.stl,,,,,,10.011,218816,1,1,-6,0.23895,30.8409,7.3694,0.837,-11.93536,10.09626,-0.98867,6.82002,91.2314,21.3947,0.5473,0.2662,4000,0.05473,,0.42758,0.39815,0.17427,2.45351,0.25331,0.30092,0.30093,0.39815,0.04583,0.913,34.8,OK,Q star Generator_0.24,0.087186,0.088027,0.287568,0.220519,1.081764,0.125652,0.051203,0.040268,0.23895,1.35696,7.3775,4.184976,0.999996,-0.134158,0.925447,2.903168,-0.219769,0.185906,1.679872,0.403329,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|11
TPMS,Q star Generator_0.26.stl,,,,,,10.015,218508,1,1,-6,0.25866,28.5897,7.3949,0.83,-12.04997,10.28658,-1.04208,6.81561,92.2703,21.3302,0.6027,0.2799,4000,0.06027,,0.42693,0.3991,0.17397,2.45407,0.25296,0.30048,0.30041,0.3991,0.04651,0.906,34.4,OK,Q star Generator_0.26,0.09741,0.098495,0.285678,0.212368,1.080622,0.139208,0.056221,0.044839,0.25866,1.35226,7.4061,3.866079,0.999985,-0.140917,0.92165,2.884404,-0.220348,0.188102,1.687268,0.445697,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|12
TPMS,Q star Generator_0.28.stl,,,,,,10.012,218324,1,1,-6,0.27907,26.6136,7.427,0.821,-12.15261,10.35768,-1.09858,6.87236,93.4059,21.6959,0.6544,0.2992,4000,0.06544,,0.42634,0.39997,0.1737,2.45451,0.25264,0.30004,0.29999,0.39997,0.04712,0.897,34.5,OK,Q star Generator_0.28,0.107973,0.109339,0.283756,0.205096,1.079691,0.153118,0.061292,0.049572,0.27907,1.34643,7.436,3.58333,0.999992,-0.147916,0.925314,2.921197,-0.220311,0.187771,1.693327,0.486027,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|13
TPMS,Q star Generator_0.30.stl,,,,,,10.011,218128,1,1,-6,0.29833,24.9855,7.4539,0.813,-12.26799,10.73895,-1.15273,6.90876,93.5116,21.8394,0.7048,0.3097,4000,0.07048,,0.42583,0.40071,0.17346,2.455,0.25238,0.29964,0.29965,0.40071,0.04764,0.889,33.6,OK,Q star Generator_0.30,0.118782,0.120435,0.282157,0.197882,1.078748,0.167223,0.066425,0.054368,0.29833,1.34158,7.4621,3.351993,0.999997,-0.154647,0.926862,2.92992,-0.220802,0.193282,1.683044,0.525353,TPMS,Q star Generator,quadratic,TPMS|Q star Generator|14
TPMS,Slotted-P Generator_0.10.stl,,,,,,10.012,262664,1,1,-40,0.09905,92.4648,9.1584,0.902,-27.34827,26.53438,-0.3748,10.761,181.5457,23.4485,0.2231,0.0336,4000,0.02231,,0.33334,0.33334,0.33333,1.00004,1e-05,0.33334,0.33333,0.33334,1e-05,0.948,39.4,OK,Slotted-P Generator_0.10,0.028586,0.028264,0.314826,0.01276,1.056602,0.03975,0.018716,0.011112,0.09905,1.09187,9.1696,10.095911,0.999974,-0.040923,1.174956,2.56026,-0.326038,0.316335,2.164333,0.204329,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|4
TPMS,Slotted-P Generator_0.12.stl,,,,,,10.011,263292,1,1,-40,0.11927,77.4002,9.2317,0.897,-27.49338,26.32713,-0.44868,10.7944,182.6253,23.6507,0.2677,0.0393,4000,0.02677,,0.33335,0.33333,0.33332,1.00007,2e-05,0.33334,0.33334,0.33333,0.0,0.941,38.9,OK,Slotted-P Generator_0.12,0.035589,0.035167,0.315575,0.009904,1.04362,0.049741,0.023373,0.013759,0.11927,1.08325,9.2416,8.384338,1.000019,-0.048603,1.169298,2.56195,-0.322613,0.308928,2.142961,0.247128,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|5
TPMS,Slotted-P Generator_0.14.stl,,,,,,10.011,263848,1,1,-40,0.13955,66.6432,9.3001,0.891,-27.34982,26.10215,-0.532,10.83881,183.8806,23.94,0.3125,0.0456,4000,0.03125,,0.33335,0.33333,0.33332,1.00009,3e-05,0.33335,0.33333,0.33332,1e-05,0.932,39.1,OK,Slotted-P Generator_0.14,0.042914,0.042419,0.315199,0.006658,1.029052,0.060086,0.028012,0.016503,0.13955,1.07526,9.3103,7.16589,1.000004,-0.057204,1.165456,2.574177,-0.316215,0.30179,2.126006,0.290627,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|6
TPMS,Slotted-P Generator_0.16.stl,,,,,,10.011,264724,1,1,-40,0.15906,58.8694,9.3637,0.885,-27.39392,26.53154,-0.61202,10.90033,193.7547,23.5654,0.3545,0.0515,4000,0.03545,,0.33334,0.33334,0.33333,1.00004,1e-05,0.33333,0.33334,0.33334,1e-05,0.927,38.8,OK,Slotted-P Generator_0.16,0.050389,0.049852,0.313991,0.003652,1.015826,0.070472,0.032486,0.019294,0.15906,1.06795,9.374,6.286936,0.999993,-0.06536,1.164097,2.516658,-0.31243,0.302595,2.20979,0.331946,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|7
TPMS,Slotted-P Generator_0.18.stl,,,,,,10.01,266984,1,1,-40,0.17945,52.5536,9.4307,0.879,-27.46609,26.70603,-0.69241,10.84907,190.1386,24.0587,0.3992,0.0578,4000,0.03992,,0.33334,0.33334,0.33333,1.00004,1e-05,0.33333,0.33334,0.33334,1e-05,0.92,40.0,OK,Slotted-P Generator_0.18,0.058563,0.058023,0.312105,0.000687,1.002763,0.081656,0.037095,0.022342,0.17945,1.06036,9.4402,5.572583,0.999995,-0.073421,1.150394,2.551093,-0.30882,0.300274,2.137856,0.376475,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|8
TPMS,Slotted-P Generator_0.20.stl,,,,,,10.008,268424,1,1,-40,0.19949,47.5847,9.4926,0.869,-27.56102,26.69036,-0.7727,10.95166,184.6222,24.2577,0.4428,0.062,4000,0.04428,,0.33334,0.33333,0.33333,1.00003,1e-05,0.33334,0.33333,0.33333,0.0,0.917,40.1,OK,Slotted-P Generator_0.20,0.06703,0.066525,0.309856,0.00229,0.990346,0.09307,0.041596,0.025488,0.19949,1.05344,9.5003,5.012783,0.999992,-0.0814,1.153696,2.555413,-0.305857,0.296195,2.048835,0.420336,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|9
TPMS,Slotted-P Generator_0.22.stl,,,,,,10.012,268168,1,1,-40,0.21937,43.4992,9.5424,0.865,-27.59636,26.56957,-0.85098,10.90017,189.9532,24.3992,0.4893,0.0706,4000,0.04893,,0.33334,0.33333,0.33332,1.00007,2e-05,0.33334,0.33332,0.33333,1e-05,0.909,40.9,OK,Slotted-P Generator_0.22,0.075966,0.075543,0.307277,0.004914,0.980017,0.104907,0.046088,0.028822,0.21937,1.04795,9.5539,4.558508,0.999998,-0.089179,1.142286,2.55692,-0.303064,0.291788,2.086073,0.466911,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|10
TPMS,Slotted-P Generator_0.24.stl,,,,,,10.011,268896,1,1,-40,0.23909,40.1363,9.596,0.859,-27.6857,27.12316,-0.93702,11.0433,192.8131,24.1367,0.531,0.0755,4000,0.0531,,0.33335,0.33333,0.33332,1.00009,3e-05,0.33333,0.33334,0.33333,0.0,0.901,40.5,OK,Slotted-P Generator_0.24,0.085196,0.084899,0.304558,0.007193,0.971007,0.116971,0.050499,0.032272,0.23909,1.04208,9.6067,4.182525,0.99998,-0.097645,1.150801,2.515238,-0.300648,0.294539,2.093819,0.509558,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|11
TPMS,Slotted-P Generator_0.26.stl,,,,,,10.011,271092,1,1,-40,0.25955,37.1687,9.6471,0.852,-27.99321,26.8178,-1.03135,11.02715,199.3321,25.2282,0.5778,0.081,4000,0.05778,,0.33334,0.33333,0.33333,1.00004,1e-05,0.33334,0.33333,0.33333,1e-05,0.897,41.2,OK,Slotted-P Generator_0.26,0.094965,0.094849,0.301589,0.009721,0.961976,0.129559,0.054881,0.035919,0.25955,1.03658,9.6577,3.852822,0.999996,-0.106907,1.143049,2.615097,-0.300785,0.288155,2.141807,0.557412,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|12
TPMS,Slotted-P Generator_0.28.stl,,,,,,10.012,270072,1,1,-40,0.27929,34.7058,9.693,0.848,-27.9732,26.77484,-1.12211,11.09101,200.8525,25.4094,0.621,0.0864,4000,0.0621,,0.33334,0.33334,0.33332,1.00007,2e-05,0.33334,0.33334,0.33332,1e-05,0.89,40.0,OK,Slotted-P Generator_0.28,0.105187,0.105303,0.29857,0.011361,0.956367,0.142485,0.059293,0.039781,0.27929,1.03167,9.7047,3.580508,1.000002,-0.115765,1.144231,2.621422,-0.297733,0.284978,2.137777,0.601934,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|13
TPMS,Slotted-P Generator_0.30.stl,,,,,,10.011,272288,1,1,-40,0.29919,32.5498,9.7386,0.838,-28.20776,27.48391,-1.21559,11.05673,204.98,25.6361,0.665,0.0956,4000,0.0665,,0.33334,0.33333,0.33333,1.00003,1e-05,0.33334,0.33333,0.33334,0.0,0.885,38.8,OK,Slotted-P Generator_0.30,0.115822,0.116198,0.295796,0.013046,0.950934,0.155953,0.063826,0.043803,0.29919,1.02684,9.7493,3.342358,1.000003,-0.124822,1.135354,2.632428,-0.297425,0.289793,2.161328,0.647615,TPMS,Slotted-P Generator,quadratic,TPMS|Slotted-P Generator|14
TPMS,Split-P Generator_0.12.stl,,,,,,10.014,315360,1,1,-64,0.11998,89.7091,10.7637,0.847,-40.2072,42.63926,-0.57827,13.42039,198.4076,32.6682,0.2255,0.0628,4000,0.02255,,0.33336,0.33335,0.33328,1.00025,8e-05,0.33336,0.33328,0.33336,4e-05,0.95,44.2,OK,Split-P Generator_0.12,0.039042,0.038614,0.314398,0.00065,1.002735,0.054827,0.025173,0.014868,0.11998,0.92908,10.7784,8.334722,1.000037,-0.053726,1.246866,3.035148,-0.347067,0.36806,1.712646,0.242712,TPMS,Split-P Generator,quadratic,TPMS|Split-P Generator|5
TPMS,Split-P Generator_0.14.stl,,,,,,10.016,315928,1,1,-64,0.13969,77.7082,10.8553,0.842,-40.32533,41.97545,-0.67929,13.44307,209.602,33.0892,0.2625,0.0736,4000,0.02625,,0.33336,0.33334,0.3333,1.00017,6e-05,0.3333,0.33336,0.33334,2e-05,0.944,43.7,OK,Split-P Generator_0.14,0.047035,0.046687,0.3097,0.000697,0.997246,0.06517,0.029201,0.017935,0.13969,0.92123,10.8724,7.158709,1.000022,-0.062578,1.238415,3.048275,-0.342226,0.35623,1.778816,0.284945,TPMS,Split-P Generator,quadratic,TPMS|Split-P Generator|6
